{'loss': 0.6931, 'grad_norm': 78.33598327636719, 'learning_rate': 5.000000000000001e-07, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -207.16114807128906, 'logps/rejected': -271.4400634765625, 'logits/chosen': -3.165968179702759, 'logits/rejected': -3.225973129272461, 'epoch': 0.0}
{'loss': 0.6931, 'grad_norm': 69.16448211669922, 'learning_rate': 1.0000000000000002e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -105.62759399414062, 'logps/rejected': -227.38539123535156, 'logits/chosen': -3.1960439682006836, 'logits/rejected': -3.1050403118133545, 'epoch': 0.0}
{'loss': 0.7064, 'grad_norm': 74.77715301513672, 'learning_rate': 1.5e-06, 'rewards/chosen': -0.014112448319792747, 'rewards/rejected': 0.011827588081359863, 'rewards/accuracies': 0.3125, 'rewards/margins': -0.02594003640115261, 'logps/chosen': -124.787109375, 'logps/rejected': -214.25204467773438, 'logits/chosen': -3.294283151626587, 'logits/rejected': -3.25244402885437, 'epoch': 0.0}
{'loss': 0.6732, 'grad_norm': 74.83259582519531, 'learning_rate': 2.0000000000000003e-06, 'rewards/chosen': 0.0017405388643965125, 'rewards/rejected': -0.03943634033203125, 'rewards/accuracies': 0.75, 'rewards/margins': 0.04117687791585922, 'logps/chosen': -129.96556091308594, 'logps/rejected': -236.3426513671875, 'logits/chosen': -3.124478340148926, 'logits/rejected': -3.12835955619812, 'epoch': 0.01}
{'loss': 0.6749, 'grad_norm': 77.9679946899414, 'learning_rate': 2.5e-06, 'rewards/chosen': 0.0032128572929650545, 'rewards/rejected': -0.03448214381933212, 'rewards/accuracies': 0.6875, 'rewards/margins': 0.03769500181078911, 'logps/chosen': -121.99038696289062, 'logps/rejected': -268.5679016113281, 'logits/chosen': -3.0945353507995605, 'logits/rejected': -3.1231679916381836, 'epoch': 0.01}
{'loss': 0.6498, 'grad_norm': 78.65177154541016, 'learning_rate': 3e-06, 'rewards/chosen': 0.010862911120057106, 'rewards/rejected': -0.07913799583911896, 'rewards/accuracies': 0.8125, 'rewards/margins': 0.09000090509653091, 'logps/chosen': -168.11514282226562, 'logps/rejected': -259.0335998535156, 'logits/chosen': -3.119380474090576, 'logits/rejected': -3.253580093383789, 'epoch': 0.01}
{'loss': 0.6329, 'grad_norm': 72.62425231933594, 'learning_rate': 3.5000000000000004e-06, 'rewards/chosen': -0.0038139577955007553, 'rewards/rejected': -0.12993153929710388, 'rewards/accuracies': 0.9375, 'rewards/margins': 0.12611760199069977, 'logps/chosen': -123.85696411132812, 'logps/rejected': -237.28607177734375, 'logits/chosen': -3.221581220626831, 'logits/rejected': -3.2103538513183594, 'epoch': 0.01}
{'loss': 0.6361, 'grad_norm': 72.9429702758789, 'learning_rate': 4.000000000000001e-06, 'rewards/chosen': -0.025870585814118385, 'rewards/rejected': -0.14660310745239258, 'rewards/accuracies': 0.875, 'rewards/margins': 0.12073252350091934, 'logps/chosen': -187.72567749023438, 'logps/rejected': -237.84689331054688, 'logits/chosen': -3.3452553749084473, 'logits/rejected': -3.2527384757995605, 'epoch': 0.01}
{'loss': 0.6244, 'grad_norm': 65.57572937011719, 'learning_rate': 4.5e-06, 'rewards/chosen': -0.059455905109643936, 'rewards/rejected': -0.20515482127666473, 'rewards/accuracies': 0.875, 'rewards/margins': 0.1456989049911499, 'logps/chosen': -197.81796264648438, 'logps/rejected': -225.65972900390625, 'logits/chosen': -3.2132272720336914, 'logits/rejected': -3.2794761657714844, 'epoch': 0.01}
{'loss': 0.5879, 'grad_norm': 66.66496276855469, 'learning_rate': 5e-06, 'rewards/chosen': -0.04006880521774292, 'rewards/rejected': -0.26685085892677307, 'rewards/accuracies': 1.0, 'rewards/margins': 0.22678205370903015, 'logps/chosen': -119.09807586669922, 'logps/rejected': -238.55157470703125, 'logits/chosen': -2.9439897537231445, 'logits/rejected': -3.0135908126831055, 'epoch': 0.01}
{'loss': 0.5349, 'grad_norm': 68.02520751953125, 'learning_rate': 5.500000000000001e-06, 'rewards/chosen': -0.07517790794372559, 'rewards/rejected': -0.4267273545265198, 'rewards/accuracies': 1.0, 'rewards/margins': 0.3515494465827942, 'logps/chosen': -144.5872344970703, 'logps/rejected': -241.9493408203125, 'logits/chosen': -2.9147841930389404, 'logits/rejected': -2.980651378631592, 'epoch': 0.02}
